trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
Panauti2BirHospital_T17,16:55:00,16:55:00,69,36,Jadibuti (wb),,,,,24.686,1
Panauti2BirHospital_T17,17:00:00,17:00:00,71,37,Koteshowr (wb),,,,,25.405,1
Panauti2BirHospital_T17,17:05:00,17:05:00,73,38,Tinkune (wb),,,,,26.12,1
Panauti2BirHospital_T17,17:10:00,17:10:00,75,39,Civil Hospital (wb),,,,,26.812,1
Panauti2BirHospital_T17,17:15:00,17:15:00,77,40,New Baneshowr (wb),,,,,27.785,1
Panauti2BirHospital_T17,17:20:00,17:20:00,79,41,Babar Mahal (wb),,,,,28.021,1
Panauti2BirHospital_T17,17:25:00,17:25:00,81,42,Maitighar (wb),,,,,29.39,1
Panauti2BirHospital_T17,17:30:00,17:30:00,83,43,Singha Durbar (wb),,,,,29.582,1
Panauti2BirHospital_T17,17:35:00,17:35:00,85,44,Sahid Gate (wb),,,,,29.667,1
Panauti2BirHospital_T17,17:40:00,17:40:00,86,45,RNAC (wb),,,,,30.234,1
Panauti2BirHospital_T17,17:45:00,17:45:00,87,46,Bir Hospital Bus Park (Flag),,,,,31.049,1
Panauti2BirHospital_T18,14:30:00,14:30:00,1,1,Bansghari (wb),,,,,0,1
Panauti2BirHospital_T18,14:35:00,14:35:00,3,2,Dudh Mill (wb),,,,,1.451,1
Panauti2BirHospital_T18,14:40:00,14:40:00,5,3,Dhalmale (wb),,,,,1.451,1
Panauti2BirHospital_T18,14:45:00,14:45:00,7,4,Chaukot (wb),,,,,2.168,1
Panauti2BirHospital_T18,14:50:00,14:50:00,9,5,SOS School (wb),,,,,3.448,1
Panauti2BirHospital_T18,14:55:00,14:55:00,11,6,Dhaneshowr (wb),,,,,4.129,1
Panauti2BirHospital_T18,15:00:00,15:00:00,13,7,Media Chowk (wb),,,,,4.979,1
Panauti2BirHospital_T18,15:05:00,15:05:00,14,8,Millenium (wb),,,,,5.674,1
Panauti2BirHospital_T18,15:10:00,15:10:00,17,9,Chardobato (wb),,,,,5.723,1
Panauti2BirHospital_T18,15:15:00,15:15:00,19,10,Tindobato (wb),,,,,5.987,1
Panauti2BirHospital_T18,15:20:00,15:20:00,20,11,Janagal (wb),,,,,6.495,1
Panauti2BirHospital_T18,15:25:00,15:25:00,22,12,Curex (wb),,,,,7.65,1
Panauti2BirHospital_T18,15:30:00,15:30:00,24,13,Bhaisepati (wb),,,,,8.672,1
Panauti2BirHospital_T18,15:35:00,15:35:00,26,14,Nasikasthan (wb),,,,,9.532,1
Panauti2BirHospital_T18,15:40:00,15:40:00,28,15,Sanga (wb),,,,,10.546,1
Panauti2BirHospital_T18,15:45:00,15:45:00,30,16,Jholunge Pul (wb),,,,,11.016,1
Panauti2BirHospital_T18,15:50:00,15:50:00,32,17,Palanse (wb),,,,,11.388,1
Panauti2BirHospital_T18,15:55:00,15:55:00,35,18,Jorpati (wb),,,,,12.613,1
Panauti2BirHospital_T18,16:00:00,16:00:00,36,19,Milanchowk (wb),,,,,13.7,1
Panauti2BirHospital_T18,16:05:00,16:05:00,38,20,Nalinchowk (wb),,,,,13.942,1
Panauti2BirHospital_T18,16:10:00,16:10:00,40,21,Bansghari (wb),,,,,14.211,1
Panauti2BirHospital_T18,16:15:00,16:15:00,43,22,Bhate Dhikur (wb),,,,,14.942,1
Panauti2BirHospital_T18,16:20:00,16:20:00,45,23,Jagati (wb),,,,,15.626,1
Panauti2BirHospital_T18,16:25:00,16:25:00,47,24,Aadarsha (wb),,,,,16.706,1
Panauti2BirHospital_T18,16:30:00,16:30:00,49,25,Suryabinayak Wari (wb),,,,,17.102,1
Panauti2BirHospital_T18,16:35:00,16:35:00,50,26,Suryabinayak Pari (wb),,,,,17.922,1
Panauti2BirHospital_T18,16:40:00,16:40:00,51,27,Sallaghari (wb),,,,,18.115,1
Panauti2BirHospital_T18,16:45:00,16:45:00,53,28,Suryabinayak (eb),,,,,19.88,1
Panauti2BirHospital_T18,16:50:00,16:50:00,56,29,Radhe Radhe (wb),,,,,20.149,1
Panauti2BirHospital_T18,16:55:00,16:55:00,57,30,SS Chowk (wb),,,,,20.935,1
Panauti2BirHospital_T18,17:00:00,17:00:00,60,31,Thimi (wb),,,,,21.556,1
Panauti2BirHospital_T18,17:05:00,17:05:00,62,32,Chardobato (wb),,,,,22.114,1
Panauti2BirHospital_T18,17:10:00,17:10:00,64,33,Gatthaghar (wb),,,,,22.334,1
Panauti2BirHospital_T18,17:15:00,17:15:00,66,34,Kaushaltar (wb),,,,,22.334,1
Panauti2BirHospital_T18,17:20:00,17:20:00,67,35,Lokanthali (wb),,,,,24.419,1
Panauti2BirHospital_T18,17:25:00,17:25:00,69,36,Jadibuti (wb),,,,,24.686,1
Panauti2BirHospital_T18,17:30:00,17:30:00,71,37,Koteshowr (wb),,,,,25.405,1
Panauti2BirHospital_T18,17:35:00,17:35:00,73,38,Tinkune (wb),,,,,26.12,1
Panauti2BirHospital_T18,17:40:00,17:40:00,75,39,Civil Hospital (wb),,,,,26.812,1
Panauti2BirHospital_T18,17:45:00,17:45:00,77,40,New Baneshowr (wb),,,,,27.785,1
Panauti2BirHospital_T18,17:50:00,17:50:00,79,41,Babar Mahal (wb),,,,,28.021,1
Panauti2BirHospital_T18,17:55:00,17:55:00,81,42,Maitighar (wb),,,,,29.39,1
Panauti2BirHospital_T18,18:00:00,18:00:00,83,43,Singha Durbar (wb),,,,,29.582,1
Panauti2BirHospital_T18,18:05:00,18:05:00,85,44,Sahid Gate (wb),,,,,29.667,1
Panauti2BirHospital_T18,18:10:00,18:10:00,86,45,RNAC (wb),,,,,30.234,1
Panauti2BirHospital_T18,18:15:00,18:15:00,87,46,Bir Hospital Bus Park (Flag),,,,,31.049,1
Panauti2BirHospital_T19,15:00:00,15:00:00,1,1,Bansghari (wb),,,,,0,1
Panauti2BirHospital_T19,15:05:00,15:05:00,3,2,Dudh Mill (wb),,,,,1.451,1
Panauti2BirHospital_T19,15:10:00,15:10:00,5,3,Dhalmale (wb),,,,,1.451,1
Panauti2BirHospital_T19,15:15:00,15:15:00,7,4,Chaukot (wb),,,,,2.168,1
Panauti2BirHospital_T19,15:20:00,15:20:00,9,5,SOS School (wb),,,,,3.448,1
Panauti2BirHospital_T19,15:25:00,15:25:00,11,6,Dhaneshowr (wb),,,,,4.129,1
Panauti2BirHospital_T19,15:30:00,15:30:00,13,7,Media Chowk (wb),,,,,4.979,1
Panauti2BirHospital_T19,15:35:00,15:35:00,14,8,Millenium (wb),,,,,5.674,1
Panauti2BirHospital_T19,15:40:00,15:40:00,17,9,Chardobato (wb),,,,,5.723,1
Panauti2BirHospital_T19,15:45:00,15:45:00,19,10,Tindobato (wb),,,,,5.987,1
Panauti2BirHospital_T19,15:50:00,15:50:00,20,11,Janagal (wb),,,,,6.495,1
Panauti2BirHospital_T19,15:55:00,15:55:00,22,12,Curex (wb),,,,,7.65,1
Panauti2BirHospital_T19,16:00:00,16:00:00,24,13,Bhaisepati (wb),,,,,8.672,1
Panauti2BirHospital_T19,16:05:00,16:05:00,26,14,Nasikasthan (wb),,,,,9.532,1
Panauti2BirHospital_T19,16:10:00,16:10:00,28,15,Sanga (wb),,,,,10.546,1
Panauti2BirHospital_T19,16:15:00,16:15:00,30,16,Jholunge Pul (wb),,,,,11.016,1
Panauti2BirHospital_T19,16:20:00,16:20:00,32,17,Palanse (wb),,,,,11.388,1
Panauti2BirHospital_T19,16:25:00,16:25:00,35,18,Jorpati (wb),,,,,12.613,1
Panauti2BirHospital_T19,16:30:00,16:30:00,36,19,Milanchowk (wb),,,,,13.7,1
Panauti2BirHospital_T19,16:35:00,16:35:00,38,20,Nalinchowk (wb),,,,,13.942,1
Panauti2BirHospital_T19,16:40:00,16:40:00,40,21,Bansghari (wb),,,,,14.211,1
Panauti2BirHospital_T19,16:45:00,16:45:00,43,22,Bhate Dhikur (wb),,,,,14.942,1
Panauti2BirHospital_T19,16:50:00,16:50:00,45,23,Jagati (wb),,,,,15.626,1
Panauti2BirHospital_T19,16:55:00,16:55:00,47,24,Aadarsha (wb),,,,,16.706,1
Panauti2BirHospital_T19,17:00:00,17:00:00,49,25,Suryabinayak Wari (wb),,,,,17.102,1
Panauti2BirHospital_T19,17:05:00,17:05:00,50,26,Suryabinayak Pari (wb),,,,,17.922,1
Panauti2BirHospital_T19,17:10:00,17:10:00,51,27,Sallaghari (wb),,,,,18.115,1
Panauti2BirHospital_T19,17:15:00,17:15:00,53,28,Suryabinayak (eb),,,,,19.88,1
Panauti2BirHospital_T19,17:20:00,17:20:00,56,29,Radhe Radhe (wb),,,,,20.149,1
Panauti2BirHospital_T19,17:25:00,17:25:00,57,30,SS Chowk (wb),,,,,20.935,1
Panauti2BirHospital_T19,17:30:00,17:30:00,60,31,Thimi (wb),,,,,21.556,1
Panauti2BirHospital_T19,17:35:00,17:35:00,62,32,Chardobato (wb),,,,,22.114,1
Panauti2BirHospital_T19,17:40:00,17:40:00,64,33,Gatthaghar (wb),,,,,22.334,1
Panauti2BirHospital_T19,17:45:00,17:45:00,66,34,Kaushaltar (wb),,,,,22.334,1
Panauti2BirHospital_T19,17:50:00,17:50:00,67,35,Lokanthali (wb),,,,,24.419,1
Panauti2BirHospital_T19,17:55:00,17:55:00,69,36,Jadibuti (wb),,,,,24.686,1
Panauti2BirHospital_T19,18:00:00,18:00:00,71,37,Koteshowr (wb),,,,,25.405,1
Panauti2BirHospital_T19,18:05:00,18:05:00,73,38,Tinkune (wb),,,,,26.12,1
Panauti2BirHospital_T19,18:10:00,18:10:00,75,39,Civil Hospital (wb),,,,,26.812,1
Panauti2BirHospital_T19,18:15:00,18:15:00,77,40,New Baneshowr (wb),,,,,27.785,1
Panauti2BirHospital_T19,18:20:00,18:20:00,79,41,Babar Mahal (wb),,,,,28.021,1
Panauti2BirHospital_T19,18:25:00,18:25:00,81,42,Maitighar (wb),,,,,29.39,1
Panauti2BirHospital_T19,18:30:00,18:30:00,83,43,Singha Durbar (wb),,,,,29.582,1
Panauti2BirHospital_T19,18:35:00,18:35:00,85,44,Sahid Gate (wb),,,,,29.667,1
Panauti2BirHospital_T19,18:40:00,18:40:00,86,45,RNAC (wb),,,,,30.234,1
Panauti2BirHospital_T19,18:45:00,18:45:00,87,46,Bir Hospital Bus Park (Flag),,,,,31.049,1
Panauti2BirHospital_T20,15:30:00,15:30:00,1,1,Bansghari (wb),,,,,0,1
Panauti2BirHospital_T20,15:35:00,15:35:00,3,2,Dudh Mill (wb),,,,,1.451,1
Panauti2BirHospital_T20,15:40:00,15:40:00,5,3,Dhalmale (wb),,,,,1.451,1
Panauti2BirHospital_T20,15:45:00,15:45:00,7,4,Chaukot (wb),,,,,2.168,1
Panauti2BirHospital_T20,15:50:00,15:50:00,9,5,SOS School (wb),,,,,3.448,1
Panauti2BirHospital_T20,15:55:00,15:55:00,11,6,Dhaneshowr (wb),,,,,4.129,1
Panauti2BirHospital_T20,16:00:00,16:00:00,13,7,Media Chowk (wb),,,,,4.979,1
Panauti2BirHospital_T20,16:05:00,16:05:00,14,8,Millenium (wb),,,,,5.674,1
Panauti2BirHospital_T20,16:10:00,16:10:00,17,9,Chardobato (wb),,,,,5.723,1
Panauti2BirHospital_T20,16:15:00,16:15:00,19,10,Tindobato (wb),,,,,5.987,1
Panauti2BirHospital_T20,16:20:00,16:20:00,20,11,Janagal (wb),,,,,6.495,1
Panauti2BirHospital_T20,16:25:00,16:25:00,22,12,Curex (wb),,,,,7.65,1
Panauti2BirHospital_T20,16:30:00,16:30:00,24,13,Bhaisepati (wb),,,,,8.672,1
Panauti2BirHospital_T20,16:35:00,16:35:00,26,14,Nasikasthan (wb),,,,,9.532,1
Panauti2BirHospital_T20,16:40:00,16:40:00,28,15,Sanga (wb),,,,,10.546,1
Panauti2BirHospital_T20,16:45:00,16:45:00,30,16,Jholunge Pul (wb),,,,,11.016,1
Panauti2BirHospital_T20,16:50:00,16:50:00,32,17,Palanse (wb),,,,,11.388,1
Panauti2BirHospital_T20,16:55:00,16:55:00,35,18,Jorpati (wb),,,,,12.613,1
Panauti2BirHospital_T20,17:00:00,17:00:00,36,19,Milanchowk (wb),,,,,13.7,1
Panauti2BirHospital_T20,17:05:00,17:05:00,38,20,Nalinchowk (wb),,,,,13.942,1
Panauti2BirHospital_T20,17:10:00,17:10:00,40,21,Bansghari (wb),,,,,14.211,1
Panauti2BirHospital_T20,17:15:00,17:15:00,43,22,Bhate Dhikur (wb),,,,,14.942,1
Panauti2BirHospital_T20,17:20:00,17:20:00,45,23,Jagati (wb),,,,,15.626,1
Panauti2BirHospital_T20,17:25:00,17:25:00,47,24,Aadarsha (wb),,,,,16.706,1
Panauti2BirHospital_T20,17:30:00,17:30:00,49,25,Suryabinayak Wari (wb),,,,,17.102,1
Panauti2BirHospital_T20,17:35:00,17:35:00,50,26,Suryabinayak Pari (wb),,,,,17.922,1
Panauti2BirHospital_T20,17:40:00,17:40:00,51,27,Sallaghari (wb),,,,,18.115,1
Panauti2BirHospital_T20,17:45:00,17:45:00,53,28,Suryabinayak (eb),,,,,19.88,1
Panauti2BirHospital_T20,17:50:00,17:50:00,56,29,Radhe Radhe (wb),,,,,20.149,1
Panauti2BirHospital_T20,17:55:00,17:55:00,57,30,SS Chowk (wb),,,,,20.935,1
Panauti2BirHospital_T20,18:00:00,18:00:00,60,31,Thimi (wb),,,,,21.556,1
Panauti2BirHospital_T20,18:05:00,18:05:00,62,32,Chardobato (wb),,,,,22.114,1
Panauti2BirHospital_T20,18:10:00,18:10:00,64,33,Gatthaghar (wb),,,,,22.334,1
Panauti2BirHospital_T20,18:15:00,18:15:00,66,34,Kaushaltar (wb),,,,,22.334,1
Panauti2BirHospital_T20,18:20:00,18:20:00,67,35,Lokanthali (wb),,,,,24.419,1
Panauti2BirHospital_T20,18:25:00,18:25:00,69,36,Jadibuti (wb),,,,,24.686,1
Panauti2BirHospital_T20,18:30:00,18:30:00,71,37,Koteshowr (wb),,,,,25.405,1
Panauti2BirHospital_T20,18:35:00,18:35:00,73,38,Tinkune (wb),,,,,26.12,1
Panauti2BirHospital_T20,18:40:00,18:40:00,75,39,Civil Hospital (wb),,,,,26.812,1
Panauti2BirHospital_T20,18:45:00,18:45:00,77,40,New Baneshowr (wb),,,,,27.785,1
Panauti2BirHospital_T20,18:50:00,18:50:00,79,41,Babar Mahal (wb),,,,,28.021,1
Panauti2BirHospital_T20,18:55:00,18:55:00,81,42,Maitighar (wb),,,,,29.39,1
Panauti2BirHospital_T20,19:00:00,19:00:00,83,43,Singha Durbar (wb),,,,,29.582,1
Panauti2BirHospital_T20,19:05:00,19:05:00,85,44,Sahid Gate (wb),,,,,29.667,1
Panauti2BirHospital_T20,19:10:00,19:10:00,86,45,RNAC (wb),,,,,30.234,1
Panauti2BirHospital_T20,19:15:00,19:15:00,87,46,Bir Hospital Bus Park (Flag),,,,,31.049,1
Panauti2BirHospital_T21,16:00:00,16:00:00,1,1,Bansghari (wb),,,,,0,1
Panauti2BirHospital_T21,16:05:00,16:05:00,3,2,Dudh Mill (wb),,,,,1.451,1
Panauti2BirHospital_T21,16:10:00,16:10:00,5,3,Dhalmale (wb),,,,,1.451,1
Panauti2BirHospital_T21,16:15:00,16:15:00,7,4,Chaukot (wb),,,,,2.168,1
Panauti2BirHospital_T21,16:20:00,16:20:00,9,5,SOS School (wb),,,,,3.448,1
Panauti2BirHospital_T21,16:25:00,16:25:00,11,6,Dhaneshowr (wb),,,,,4.129,1
Panauti2BirHospital_T21,16:30:00,16:30:00,13,7,Media Chowk (wb),,,,,4.979,1
Panauti2BirHospital_T21,16:35:00,16:35:00,14,8,Millenium (wb),,,,,5.674,1
Panauti2BirHospital_T21,16:40:00,16:40:00,17,9,Chardobato (wb),,,,,5.723,1
Panauti2BirHospital_T21,16:45:00,16:45:00,19,10,Tindobato (wb),,,,,5.987,1
Panauti2BirHospital_T21,16:50:00,16:50:00,20,11,Janagal (wb),,,,,6.495,1
Panauti2BirHospital_T21,16:55:00,16:55:00,22,12,Curex (wb),,,,,7.65,1
Panauti2BirHospital_T21,17:00:00,17:00:00,24,13,Bhaisepati (wb),,,,,8.672,1
Panauti2BirHospital_T21,17:05:00,17:05:00,26,14,Nasikasthan (wb),,,,,9.532,1
Panauti2BirHospital_T21,17:10:00,17:10:00,28,15,Sanga (wb),,,,,10.546,1
Panauti2BirHospital_T21,17:15:00,17:15:00,30,16,Jholunge Pul (wb),,,,,11.016,1
Panauti2BirHospital_T21,17:20:00,17:20:00,32,17,Palanse (wb),,,,,11.388,1
Panauti2BirHospital_T21,17:25:00,17:25:00,35,18,Jorpati (wb),,,,,12.613,1
Panauti2BirHospital_T21,17:30:00,17:30:00,36,19,Milanchowk (wb),,,,,13.7,1
Panauti2BirHospital_T21,17:35:00,17:35:00,38,20,Nalinchowk (wb),,,,,13.942,1
Panauti2BirHospital_T21,17:40:00,17:40:00,40,21,Bansghari (wb),,,,,14.211,1
Panauti2BirHospital_T21,17:45:00,17:45:00,43,22,Bhate Dhikur (wb),,,,,14.942,1
Panauti2BirHospital_T21,17:50:00,17:50:00,45,23,Jagati (wb),,,,,15.626,1
Panauti2BirHospital_T21,17:55:00,17:55:00,47,24,Aadarsha (wb),,,,,16.706,1
Panauti2BirHospital_T21,18:00:00,18:00:00,49,25,Suryabinayak Wari (wb),,,,,17.102,1
Panauti2BirHospital_T21,18:05:00,18:05:00,50,26,Suryabinayak Pari (wb),,,,,17.922,1
Panauti2BirHospital_T21,18:10:00,18:10:00,51,27,Sallaghari (wb),,,,,18.115,1
Panauti2BirHospital_T21,18:15:00,18:15:00,53,28,Suryabinayak (eb),,,,,19.88,1
Panauti2BirHospital_T21,18:20:00,18:20:00,56,29,Radhe Radhe (wb),,,,,20.149,1
Panauti2BirHospital_T21,18:25:00,18:25:00,57,30,SS Chowk (wb),,,,,20.935,1
Panauti2BirHospital_T21,18:30:00,18:30:00,60,31,Thimi (wb),,,,,21.556,1
Panauti2BirHospital_T21,18:35:00,18:35:00,62,32,Chardobato (wb),,,,,22.114,1
Panauti2BirHospital_T21,18:40:00,18:40:00,64,33,Gatthaghar (wb),,,,,22.334,1
Panauti2BirHospital_T21,18:45:00,18:45:00,66,34,Kaushaltar (wb),,,,,22.334,1
Panauti2BirHospital_T21,18:50:00,18:50:00,67,35,Lokanthali (wb),,,,,24.419,1
Panauti2BirHospital_T21,18:55:00,18:55:00,69,36,Jadibuti (wb),,,,,24.686,1
Panauti2BirHospital_T21,19:00:00,19:00:00,71,37,Koteshowr (wb),,,,,25.405,1
Panauti2BirHospital_T21,19:05:00,19:05:00,73,38,Tinkune (wb),,,,,26.12,1
Panauti2BirHospital_T21,19:10:00,19:10:00,75,39,Civil Hospital (wb),,,,,26.812,1
Panauti2BirHospital_T21,19:15:00,19:15:00,77,40,New Baneshowr (wb),,,,,27.785,1
Panauti2BirHospital_T21,19:20:00,19:20:00,79,41,Babar Mahal (wb),,,,,28.021,1
Panauti2BirHospital_T21,19:25:00,19:25:00,81,42,Maitighar (wb),,,,,29.39,1
Panauti2BirHospital_T21,19:30:00,19:30:00,83,43,Singha Durbar (wb),,,,,29.582,1
Panauti2BirHospital_T21,19:35:00,19:35:00,85,44,Sahid Gate (wb),,,,,29.667,1
Panauti2BirHospital_T21,19:40:00,19:40:00,86,45,RNAC (wb),,,,,30.234,1
Panauti2BirHospital_T21,19:45:00,19:45:00,87,46,Bir Hospital Bus Park (Flag),,,,,31.049,1
Panauti2BirHospital_T22,16:30:00,16:30:00,1,1,Bansghari (wb),,,,,0,1
Panauti2BirHospital_T22,16:35:00,16:35:00,3,2,Dudh Mill (wb),,,,,1.451,1
Panauti2BirHospital_T22,16:40:00,16:40:00,5,3,Dhalmale (wb),,,,,1.451,1
Panauti2BirHospital_T22,16:45:00,16:45:00,7,4,Chaukot (wb),,,,,2.168,1
Panauti2BirHospital_T22,16:50:00,16:50:00,9,5,SOS School (wb),,,,,3.448,1
Panauti2BirHospital_T22,16:55:00,16:55:00,11,6,Dhaneshowr (wb),,,,,4.129,1
Panauti2BirHospital_T22,17:00:00,17:00:00,13,7,Media Chowk (wb),,,,,4.979,1
Panauti2BirHospital_T22,17:05:00,17:05:00,14,8,Millenium (wb),,,,,5.674,1
Panauti2BirHospital_T22,17:10:00,17:10:00,17,9,Chardobato (wb),,,,,5.723,1
Panauti2BirHospital_T22,17:15:00,17:15:00,19,10,Tindobato (wb),,,,,5.987,1
Panauti2BirHospital_T22,17:20:00,17:20:00,20,11,Janagal (wb),,,,,6.495,1
Panauti2BirHospital_T22,17:25:00,17:25:00,22,12,Curex (wb),,,,,7.65,1
Panauti2BirHospital_T22,17:30:00,17:30:00,24,13,Bhaisepati (wb),,,,,8.672,1
Panauti2BirHospital_T22,17:35:00,17:35:00,26,14,Nasikasthan (wb),,,,,9.532,1
Panauti2BirHospital_T22,17:40:00,17:40:00,28,15,Sanga (wb),,,,,10.546,1
Panauti2BirHospital_T22,17:45:00,17:45:00,30,16,Jholunge Pul (wb),,,,,11.016,1
Panauti2BirHospital_T22,17:50:00,17:50:00,32,17,Palanse (wb),,,,,11.388,1
Panauti2BirHospital_T22,17:55:00,17:55:00,35,18,Jorpati (wb),,,,,12.613,1
Panauti2BirHospital_T22,18:00:00,18:00:00,36,19,Milanchowk (wb),,,,,13.7,1
Panauti2BirHospital_T22,18:05:00,18:05:00,38,20,Nalinchowk (wb),,,,,13.942,1
Panauti2BirHospital_T22,18:10:00,18:10:00,40,21,Bansghari (wb),,,,,14.211,1
Panauti2BirHospital_T22,18:15:00,18:15:00,43,22,Bhate Dhikur (wb),,,,,14.942,1
Panauti2BirHospital_T22,18:20:00,18:20:00,45,23,Jagati (wb),,,,,15.626,1
Panauti2BirHospital_T22,18:25:00,18:25:00,47,24,Aadarsha (wb),,,,,16.706,1
Panauti2BirHospital_T22,18:30:00,18:30:00,49,25,Suryabinayak Wari (wb),,,,,17.102,1
Panauti2BirHospital_T22,18:35:00,18:35:00,50,26,Suryabinayak Pari (wb),,,,,17.922,1
Panauti2BirHospital_T22,18:40:00,18:40:00,51,27,Sallaghari (wb),,,,,18.115,1
Panauti2BirHospital_T22,18:45:00,18:45:00,53,28,Suryabinayak (eb),,,,,19.88,1
Panauti2BirHospital_T22,18:50:00,18:50:00,56,29,Radhe Radhe (wb),,,,,20.149,1
Panauti2BirHospital_T22,18:55:00,18:55:00,57,30,SS Chowk (wb),,,,,20.935,1
Panauti2BirHospital_T22,19:00:00,19:00:00,60,31,Thimi (wb),,,,,21.556,1
Panauti2BirHospital_T22,19:05:00,19:05:00,62,32,Chardobato (wb),,,,,22.114,1
Panauti2BirHospital_T22,19:10:00,19:10:00,64,33,Gatthaghar (wb),,,,,22.334,1
Panauti2BirHospital_T22,19:15:00,19:15:00,66,34,Kaushaltar (wb),,,,,22.334,1
Panauti2BirHospital_T22,19:20:00,19:20:00,67,35,Lokanthali (wb),,,,,24.419,1
Panauti2BirHospital_T22,19:25:00,19:25:00,69,36,Jadibuti (wb),,,,,24.686,1
Panauti2BirHospital_T22,19:30:00,19:30:00,71,37,Koteshowr (wb),,,,,25.405,1
Panauti2BirHospital_T22,19:35:00,19:35:00,73,38,Tinkune (wb),,,,,26.12,1
Panauti2BirHospital_T22,19:40:00,19:40:00,75,39,Civil Hospital (wb),,,,,26.812,1
Panauti2BirHospital_T22,19:45:00,19:45:00,77,40,New Baneshowr (wb),,,,,27.785,1
Panauti2BirHospital_T22,19:50:00,19:50:00,79,41,Babar Mahal (wb),,,,,28.021,1
Panauti2BirHospital_T22,19:55:00,19:55:00,81,42,Maitighar (wb),,,,,29.39,1
Panauti2BirHospital_T22,20:00:00,20:00:00,83,43,Singha Durbar (wb),,,,,29.582,1
Panauti2BirHospital_T22,20:05:00,20:05:00,85,44,Sahid Gate (wb),,,,,29.667,1
Panauti2BirHospital_T22,20:10:00,20:10:00,86,45,RNAC (wb),,,,,30.234,1
Panauti2BirHospital_T22,20:15:00,20:15:00,87,46,Bir Hospital Bus Park (Flag),,,,,31.049,1
Panauti2BirHospital_T23,17:00:00,17:00:00,1,1,Bansghari (wb),,,,,0,1
Panauti2BirHospital_T23,17:05:00,17:05:00,3,2,Dudh Mill (wb),,,,,1.451,1
Panauti2BirHospital_T23,17:10:00,17:10:00,5,3,Dhalmale (wb),,,,,1.451,1
Panauti2BirHospital_T23,17:15:00,17:15:00,7,4,Chaukot (wb),,,,,2.168,1
Panauti2BirHospital_T23,17:20:00,17:20:00,9,5,SOS School (wb),,,,,3.448,1
Panauti2BirHospital_T23,17:25:00,17:25:00,11,6,Dhaneshowr (wb),,,,,4.129,1
Panauti2BirHospital_T23,17:30:00,17:30:00,13,7,Media Chowk (wb),,,,,4.979,1
Panauti2BirHospital_T23,17:35:00,17:35:00,14,8,Millenium (wb),,,,,5.674,1
Panauti2BirHospital_T23,17:40:00,17:40:00,17,9,Chardobato (wb),,,,,5.723,1
Panauti2BirHospital_T23,17:45:00,17:45:00,19,10,Tindobato (wb),,,,,5.987,1
Panauti2BirHospital_T23,17:50:00,17:50:00,20,11,Janagal (wb),,,,,6.495,1
Panauti2BirHospital_T23,17:55:00,17:55:00,22,12,Curex (wb),,,,,7.65,1
Panauti2BirHospital_T23,18:00:00,18:00:00,24,13,Bhaisepati (wb),,,,,8.672,1
Panauti2BirHospital_T23,18:05:00,18:05:00,26,14,Nasikasthan (wb),,,,,9.532,1
Panauti2BirHospital_T23,18:10:00,18:10:00,28,15,Sanga (wb),,,,,10.546,1
Panauti2BirHospital_T23,18:15:00,18:15:00,30,16,Jholunge Pul (wb),,,,,11.016,1
Panauti2BirHospital_T23,18:20:00,18:20:00,32,17,Palanse (wb),,,,,11.388,1
Panauti2BirHospital_T23,18:25:00,18:25:00,35,18,Jorpati (wb),,,,,12.613,1
Panauti2BirHospital_T23,18:30:00,18:30:00,36,19,Milanchowk (wb),,,,,13.7,1
Panauti2BirHospital_T23,18:35:00,18:35:00,38,20,Nalinchowk (wb),,,,,13.942,1
Panauti2BirHospital_T23,18:40:00,18:40:00,40,21,Bansghari (wb),,,,,14.211,1
Panauti2BirHospital_T23,18:45:00,18:45:00,43,22,Bhate Dhikur (wb),,,,,14.942,1
Panauti2BirHospital_T23,18:50:00,18:50:00,45,23,Jagati (wb),,,,,15.626,1
Panauti2BirHospital_T23,18:55:00,18:55:00,47,24,Aadarsha (wb),,,,,16.706,1
Panauti2BirHospital_T23,19:00:00,19:00:00,49,25,Suryabinayak Wari (wb),,,,,17.102,1
Panauti2BirHospital_T23,19:05:00,19:05:00,50,26,Suryabinayak Pari (wb),,,,,17.922,1
Panauti2BirHospital_T23,19:10:00,19:10:00,51,27,Sallaghari (wb),,,,,18.115,1
Panauti2BirHospital_T23,19:15:00,19:15:00,53,28,Suryabinayak (eb),,,,,19.88,1
Panauti2BirHospital_T23,19:20:00,19:20:00,56,29,Radhe Radhe (wb),,,,,20.149,1
Panauti2BirHospital_T23,19:25:00,19:25:00,57,30,SS Chowk (wb),,,,,20.935,1
Panauti2BirHospital_T23,19:30:00,19:30:00,60,31,Thimi (wb),,,,,21.556,1
Panauti2BirHospital_T23,19:35:00,19:35:00,62,32,Chardobato (wb),,,,,22.114,1
Panauti2BirHospital_T23,19:40:00,19:40:00,64,33,Gatthaghar (wb),,,,,22.334,1
Panauti2BirHospital_T23,19:45:00,19:45:00,66,34,Kaushaltar (wb),,,,,22.334,1
Panauti2BirHospital_T23,19:50:00,19:50:00,67,35,Lokanthali (wb),,,,,24.419,1
Panauti2BirHospital_T23,19:55:00,19:55:00,69,36,Jadibuti (wb),,,,,24.686,1
